7,19,5
7,20,5
7,21,3
7,23,3
7,24,3
7,25,1
7,30,2
7,31,5
7,32,5
7,33,3
7,34,2
7,36,5
7,37,4
7,39,3
7,42,3
7,43,2
7,44,5
7,45,1
7,48,4
7,49,3
7,51,1
7,58,3
7,61,2
7,65,5
7,66,5
7,68,3
7,69,3
7,70,3
7,71,2
7,72,4
7,75,5
7,76,3
7,78,4
7,79,4
7,80,3
7,81,3
7,82,1
7,84,5
7,87,4
7,89,3
7,90,5
7,91,1
7,92,5
7,93,2
7,94,3
7,96,5
7,97,3
7,99,3
8,0,5
8,1,5
8,2,2
8,5,5
8,6,5
8,7,4
8,8,3
8,11,5
8,12,4
8,13,2
8,14,1
8,16,1
8,18,3
8,19,5
8,20,5
8,21,2
8,22,1
8,23,2
8,24,3
8,25,3
8,27,1
8,30,5
8,32,4
8,33,2
8,34,5
8,35,5
8,36,4
8,37,5
8,41,4
8,42,4
8,44,5
8,45,5
8,46,3
8,47,5
8,49,4
8,50,4
8,51,4
8,52,5
8,53,3
8,54,1
8,55,4
8,56,5
8,57,5
8,58,3
8,60,2
8,61,3
8,64,3
8,65,5
8,66,5
8,67,5
8,68,5
8,69,2
8,70,3
8,72,3
8,73,1
8,75,5
8,77,4
8,79,1
8,82,3
8,84,2
8,85,4
8,88,4
8,89,2
8,90,3
8,91,3
8,92,5
8,93,5
8,94,5
8,95,5
8,96,5
8,97,2
8,98,5
8,99,1
9,0,5
9,1,5
9,3,3
9,4,4
9,6,4
9,7,5
9,9,3
9,10,4
9,11,4
9,12,3
9,15,5
9,16,4
9,17,2
9,24,3
9,26,3
9,30,4
9,31,3
9,32,1
9,34,4
9,35,3
9,36,5
9,37,4
9,45,5
9,49,3
9,50,3
9,51,4
9,52,4
9,53,4
9,54,3
9,58,2
9,62,1
9,68,5
9,72,2
9,74,3
9,75,5
9,78,3
9,79,3
9,82,3
9,84,2
9,85,2
9,88,2
9,89,3
9,90,3
9,91,3
9,92,4
9,93,4
9,94,3
9,98,5
9,99,3
10,0,5
10,6,4
10,7,4
10,9,4
10,10,5
10,11,5
10,12,5
10,16,3
10,21,5
10,23,5
10,24,2
10,26,2
10,28,1
10,29,1
10,30,4
10,31,2
10,32,5
10,33,5
10,34,1
10,36,4
10,38,2
10,39,3
10,40,3
10,43,2
10,44,5
10,45,5
10,46,3
10,47,3
10,49,3
10,50,2
10,51,2
10,52,4
10,53,4
10,57,5
10,58,5
10,59,3
10,60,3
10,61,4
10,62,3
10,63,2
10,64,2
10,65,4
10,66,4
10,67,5
10,68,5
10,69,2
10,70,1
10,71,3
10,73,4
10,74,5
10,75,5
10,76,5
10,77,5
10,78,3
10,79,3
10,80,5
10,83,3
10,84,1
10,86,4
10,87,3
10,89,1
10,90,3
10,93,4
10,94,5
10,95,5
10,96,5
10,97,3
10,99,2
11,0,4
11,1,2
11,2,2
11,3,2
11,4,4
11,6,5
11,8,3
11,9,2
11,10,5
11,11,5
11,12,2
11,13,2
11,14,2
11,15,4
11,16,5
11,17,4
11,18,3
11,20,3
11,21,3
11,22,3
11,23,3
11,27,5
11,29,3
11,30,5
11,33,3
11,34,5
11,39,1
11,42,4
11,43,2
11,44,2
11,49,2
11,50,3
11,51,3
11,54,4
11,56,2
11,60,3
11,61,4
11,63,3
11,65,3
11,66,3
11,68,3
11,70,3
11,71,5
11,72,2
11,74,2
11,75,4
11,76,3
11,77,3
11,78,2
11,80,3
11,81,4
11,84,1
11,85,3
11,86,3
11,87,3
11,88,3
11,89,3
11,90,5
11,93,5
11,94,3
11,98,2
11,99,5
12,0,4
12,2,2
12,3,3
12,4,3
12,5,1
12,6,1
12,10,4
12,11,5
12,12,5
12,16,2
12,17,5
12,19,2
12,22,2
12,24,5
12,25,2
12,26,5
12,27,3
12,28,1
12,29,1
12,30,2
12,31,1
12,32,5
12,33,1
12,35,1
12,39,5
12,49,2
12,50,3
12,51,2
12,52,3
12,53,3
12,54,2
12,55,3
12,56,3
12,57,3
12,58,3
12,59,4
12,60,2
12,61,2
12,62,4
12,63,2
12,64,2
12,65,3
12,66,4
12,67,3
12,68,3
12,70,2
12,71,2
12,72,4
12,73,3
12,74,2
12,75,3
12,76,3
12,77,3
12,78,1
12,79,4
12,80,3
12,81,2
12,84,4
12,85,3
12,88,3
12,89,2
12,91,2
12,92,2
12,93,2
12,94,5
12,95,5
12,96,5
12,97,5
12,98,4
12,99,4
13,0,5
13,1,5
13,2,3
13,4,3
13,5,4
13,6,5
13,8,5
13,9,2
13,10,5
13,11,4
13,12,4
13,14,3
13,16,5
13,17,5
13,19,2
13,24,3
13,26,5
13,27,2
13,32,4
13,33,5
13,34,5
13,37,3
13,40,4
13,42,4
13,43,5
13,44,5
13,45,5
13,46,4
13,49,5
13,50,4
13,51,3
13,52,5
13,53,4
13,54,2
13,55,4
13,56,3
13,57,4
13,58,4
13,60,3
13,61,5
13,62,2
13,64,3
13,65,3
13,66,4
13,67,4
13,68,5
13,69,3
13,70,4
13,71,2
13,72,3
13,74,1
13,75,5
13,76,4
13,77,3
13,78,3
13,79,5
13,80,4
13,82,4
13,83,3
13,86,5
13,89,5
13,90,3
13,92,4
13,95,5
13,96,4
13,98,5
13,99,4
14,0,1
14,1,1
14,2,3
14,4,4
14,7,3
14,9,1
14,10,5
14,11,4
14,12,1
14,15,1
14,16,4
14,17,4
14,19,3
14,20,1
14,27,3
14,32,5
14,34,4
14,36,3
14,37,2
14,39,5
14,43,5
14,44,5
14,46,5
14,49,5
14,50,5
14,52,3
14,54,4
14,56,1
14,59,1
14,60,1
14,61,2
14,62,2
14,65,2
14,66,2
14,68,5
14,69,5
14,70,5
14,71,1
14,72,2
14,74,1
14,75,5
14,76,5
14,77,5
14,78,2
14,80,3
14,81,3
14,82,2
14,83,4
14,84,1
14,85,5
14,86,5
14,88,5
14,89,4
14,92,3
14,94,3
14,97,5
14,98,4
14,99,5
15,0,5
15,1,4
15,2,3
15,3,3
15,4,2
15,5,4
15,6,4
15,7,2
15,8,3
15,9,4
15,10,5
15,12,5
15,14,1
15,16,1
15,17,5
15,19,3
15,20,2
15,22,3
15,23,2
15,25,2
15,27,1
15,29,2
15,30,3
15,31,3
15,32,4
15,33,5
15,34,5
15,36,2
15,39,4
15,40,1
15,42,2
15,43,3
15,44,3
15,45,3
15,46,1
15,49,4
15,50,3
15,51,1
15,52,4
15,53,3
15,54,3
15,55,2
15,56,2
15,57,2
15,58,1
15,59,2
15,60,2
15,61,3
15,62,4
15,64,1
15,65,2
15,66,2
15,67,2
15,68,3
15,69,2
15,70,2
15,71,1
15,74,4
15,75,3
15,76,4
15,78,1
15,79,2
15,80,4
15,81,5
15,82,4
15,83,2
15,84,1
15,85,5
15,86,3
15,87,2
15,88,5
15,89,4
15,92,3
15,93,2
15,94,3
15,95,2
15,96,4
15,98,2
15,99,2
16,0,4
16,1,3
16,2,2
16,3,3
16,4,3
16,5,4
16,8,2
16,9,3
16,10,4
16,11,1
16,14,1
16,15,1
16,16,5
16,17,5
16,19,3
16,24,1
16,25,2
16,27,3
16,28,1
16,33,4
16,38,2
16,39,5
16,40,5
16,41,1
16,44,1
16,45,3
16,49,3
16,50,3
16,51,3
16,52,4
16,53,4
16,54,2
16,55,3
16,56,5
16,57,5
16,58,3
16,59,3
16,60,4
16,61,3
16,62,3
16,63,2
16,64,4
16,65,4
16,66,4
16,67,2
16,68,2
16,69,2
16,70,2
16,71,4
16,72,2
16,73,2
16,75,3
16,76,3
16,77,3
16,78,2
16,79,1
16,80,2
16,82,3
16,83,1
16,84,4
16,85,3
16,86,1
16,87,1
16,88,1
16,89,5
16,90,1
16,91,1
16,92,1
16,93,1
16,94,1
16,95,2
16,96,2
16,97,3
16,98,2
17,0,4
17,1,5
17,3,3
17,4,3
17,5,3
17,10,4
17,12,5
17,17,5
17,19,2
17,20,5
17,21,5
17,22,5
17,23,5
17,24,4
17,25,3
17,26,2
17,27,2
17,28,1
17,33,5
17,39,4
17,44,4
17,46,4
17,49,3
17,60,1
17,61,2
17,62,2
17,63,3
17,64,1
17,65,1
17,66,3
17,67,1
17,68,1
17,69,1
17,70,1
17,74,1
17,75,4
17,78,2
17,81,5
17,82,3
17,85,3
17,86,4
17,87,4
17,89,2
17,92,3
18,0,4
18,1,2
18,2,5
18,9,5
18,12,4
18,16,5
18,17,4
18,22,3
18,27,5
18,33,4
18,37,3
18,40,5
18,43,4
18,44,4
18,45,3
18,46,3
18,49,5
18,50,2
18,51,4
18,52,5
18,53,1
18,54,2
18,55,1
18,56,5
18,58,4
18,61,4
18,65,5
18,66,2
18,67,1
18,68,5
18,69,1
18,70,1
18,71,1
18,73,1
18,75,5
18,76,5
18,77,2
18,78,2
18,79,1
18,81,5
18,84,1
18,92,5
18,95,5
18,96,5
18,97,2
18,98,5
19,0,5
19,1,5
19,2,3
19,3,3
19,4,4
19,5,4
19,6,3
19,7,2
19,8,3
19,9,5
19,10,2
19,12,5
19,13,2
19,15,4
19,16,4
19,17,2
19,18,5
19,19,5
19,20,2
19,22,3
19,23,2
19,25,4
19,26,5
19,27,4
19,28,5
19,29,5
19,30,2
19,32,3
19,35,4
19,36,3
19,38,5
19,40,4
19,41,2
19,42,2
19,43,4
19,44,4
19,45,4
19,46,4
19,47,2
19,48,1
19,49,4
19,50,2
19,51,2
19,52,2
19,53,2
19,54,2
19,55,2
19,56,2
19,57,2
19,58,2
19,59,2
19,60,2
19,61,2
19,62,2
19,63,3
19,64,4
19,65,5
19,66,4
19,67,4
19,69,4
19,70,3
19,71,1
19,72,3
19,73,3
19,74,3
19,75,5
19,77,3
19,78,5
19,79,5
19,80,5
19,81,3
19,82,5
19,83,4
19,84,3
19,85,5
19,86,5
19,87,3
19,88,5
19,89,3
19,90,3
19,91,3
19,92,5
19,93,3
19,94,3
19,95,4
19,96,5
19,97,3
19,98,5
19,99,4
20,0,5
20,1,4
20,4,1
20,8,4
20,9,3
20,10,2
20,12,1
20,16,5
20,19,3
20,20,5
20,21,5
20,22,5
20,23,5
20,24,4
20,25,3
20,26,5
20,27,4
20,28,1
20,30,2
20,32,2
20,38,3
20,40,5
20,43,4
20,45,3
20,46,3
20,47,1
20,50,5
20,51,2
20,52,3
20,53,2
20,56,5
20,61,2
20,65,4
20,66,3
20,67,5
20,68,4
20,71,4
20,72,5
20,75,4
20,80,3
20,82,5
20,83,4
20,84,3
20,85,5
20,86,5
20,87,3
20,88,5
20,89,3
20,90,3
20,91,3
20,92,5
20,93,3
20,94,3
20,95,4
20,96,5
20,97,3
20,99,5
21,0,4
21,1,1
21,3,3
21,8,4
21,10,4
21,17,4
21,27,5
21,39,1
21,40,4
21,44,3
21,46,2
21,49,3
21,50,2
21,51,4
21,52,3
21,53,3
21,54,4
21,55,3
21,56,4
21,57,4
21,58,3
21,59,4
21,60,4
21,61,4
21,62,5
21,63,1
21,64,4
21,65,2
21,66,2
21,67,2
21,70,2
21,71,2
21,72,2
21,75,3
21,76,4
21,77,3
21,79,3
21,86,3
21,88,5
21,96,4
22,0,4
22,1,5
22,3,2
22,4,1
22,8,2
22,9,2
22,17,2
22,21,3
22,27,2
22,30,5
22,32,5
22,35,1
22,37,4
22,41,3
22,44,3
22,49,3
22,50,5
22,51,3
22,52,4
22,65,5
22,66,5
22,68,3
22,69,3
22,70,4
22,71,1
22,72,2
22,75,5
22,76,3
22,78,1
22,79,5
22,80,2
22,85,3
22,86,5
22,87,4
22,88,5
22,92,4
22,96,4
22,98,5
22,99,5
23,0,5
23,2,3
23,4,2
23,8,1
23,9,3
23,16,4
23,18,3
23,19,5
23,20,5
23,21,5
23,22,5
23,23,4
23,24,3
23,25,3
23,26,4
23,27,1
23,30,5
23,32,5
23,37,4
23,38,1
23,42,2
23,43,2
23,46,4
23,49,4
23,50,4
23,51,2
23,52,4
23,65,3
23,66,3
23,67,4
23,68,3
23,69,4
23,70,3
23,71,2
23,72,1
23,73,4
23,74,3
23,75,5
23,76,5
23,77,3
23,78,5
23,79,3
23,80,3
23,81,3
23,82,5
23,83,3
23,84,3
23,85,4
23,86,5
23,87,3
23,88,5
23,89,1
23,90,3
23,91,2
23,92,3
23,93,5
23,94,3
23,97,4
23,98,2
23,99,4
24,0,5
24,1,5
24,8,2
24,9,3
24,37,3
24,49,5
24,50,5
24,52,5
24,55,5
24,56,2
24,58,3
24,59,2
24,61,4
24,62,3
24,63,2
24,64,5
24,65,5
24,66,2
24,68,3
24,69,2
24,71,4
24,72,1
24,73,2
24,74,5
24,76,3
24,77,2
24,79,4
24,80,3
24,81,2
24,82,5
24,83,2
24,85,2
24,86,4
24,98,5
24,99,3
25,0,4
25,1,4
25,2,4
25,3,4
25,4,4
25,5,4
25,6,3
25,7,2
25,8,3
25,9,5
25,10,2
25,12,3
25,13,2
25,15,4
25,16,3
25,17,2
25,18,5
25,37,4
25,38,2
25,39,2
25,40,2
25,41,2
25,42,2
25,43,4
25,44,4
25,45,4
25,46,4
25,47,2
25,48,1
25,49,4
25,50,2
25,51,2
25,52,2
25,53,2
25,54,2
25,55,2
25,56,2
25,57,2
25,58,2
25,59,2
25,60,2
25,61,2
25,62,2
25,63,3
25,64,4
25,65,5
25,66,4
25,67,4
25,69,4
25,70,3
25,71,3
25,72,4
25,73,3
25,74,3
25,75,5
25,77,3
25,78,5
25,79,5
25,80,5
25,81,3
25,82,4
25,83,4
25,84,3
25,85,5
25,86,5
25,87,3
25,88,5
25,89,3
25,90,3
25,91,3
25,92,5
25,93,3
25,94,3
25,95,4
25,96,5
25,97,3
25,98,5
25,99,4
26,0,5
26,1,5
26,2,1
26,3,2
26,4,3
26,5,3
26,7,4
26,8,3
26,10,2
26,14,2
26,15,1
26,16,4
26,17,5
26,18,5
26,19,3
26,20,5
26,21,3
26,22,5
26,23,5
26,24,4
26,25,3
26,26,2
26,27,1
26,28,1
26,29,3
26,30,1
26,31,3
26,32,5
26,33,4
26,34,2
26,35,2
26,36,1
26,37,3
26,39,3
26,40,2
26,41,2
26,42,4
26,43,4
26,45,3
26,46,5
26,47,5
26,48,1
26,49,2
26,53,4
26,54,2
26,55,4
26,56,4
26,57,5
26,58,1
26,59,3
26,60,2
26,61,3
26,62,5
26,63,3
26,64,5
26,65,3
26,66,5
26,67,3
26,68,5
26,69,5
26,70,5
26,71,1
26,76,4
26,77,2
26,78,4
26,79,4
26,80,5
26,81,1
26,82,3
26,83,2
26,84,3
26,85,5
26,86,3
26,87,5
26,88,3
26,89,5
26,90,3
26,91,5
26,92,5
26,93,1
26,94,2
26,95,4
26,96,5
26,97,4
26,98,2
26,99,3
27,0,3
27,1,4
27,4,2
27,5,3
27,6,2
27,7,3
27,8,2
27,9,4
27,10,2
27,11,1
27,12,1
27,13,2
27,14,1
27,15,3
27,16,4
27,17,3
27,18,4
27,19,2
27,20,3
27,21,4
27,22,4
27,23,3
27,24,1
27,25,2
27,26,2
27,27,2
27,29,2
27,30,1
27,31,2
27,32,2
27,33,3
27,37,5
27,38,4
27,39,3
27,40,2
27,41,3
27,42,2
27,44,2
27,45,4
27,47,3
27,50,2
27,51,2
27,52,2
27,53,3
27,54,3
27,55,4
27,56,3
27,57,5
27,58,4
27,59,4
27,60,4
27,61,2
27,62,2
27,63,2
27,64,2
27,65,4
27,66,5
27,67,5
27,68,5
27,69,3
27,70,5
27,71,4
27,72,3
27,73,5
27,74,5
27,75,2
27,76,4
27,77,5
27,78,4
27,79,5
27,80,5
27,81,5
27,82,3
27,83,5
27,84,4
27,85,3
27,86,5
27,87,5
27,88,1
27,89,2
27,90,4
27,91,5
27,92,4
27,93,2
27,94,1
27,95,2
27,96,4
27,97,5
27,98,4
27,99,2
28,0,5
28,1,5
28,3,4
28,4,2
28,10,4
28,21,3
28,22,4
28,24,3
28,25,4
28,27,3
28,28,4
28,30,4
28,31,3
28,32,4
28,35,2
28,36,3
28,37,3
28,38,4
28,39,4
28,40,3
28,41,2
28,42,3
28,43,2
28,44,4
28,45,3
28,46,2
28,47,3
28,49,1
28,50,4
28,51,3
28,52,4
28,53,4
28,54,3
28,55,3
28,56,3
28,57,4
28,58,2
28,59,3
28,60,4
28,61,2
28,62,3
28,63,3
28,64,3
28,65,4
28,66,5
28,67,3
28,68,4
28,69,3
28,70,5
28,71,3
28,72,1
28,73,3
28,74,4
28,76,5
28,77,3
28,78,4
28,79,3
28,80,5
28,81,4
28,82,2
28,83,2
28,84,3
28,85,3
28,86,4
28,87,5
28,88,2
28,89,3
28,90,4
28,91,4
28,92,5
28,93,1
28,94,2
28,95,2
28,96,4
28,97,5
28,98,3
28,99,3
29,0,5
29,1,5
29,2,3
29,3,4
29,4,1
29,5,4
29,6,2
29,7,1
29,8,3
29,9,3
29,10,2
29,11,2
29,12,2
29,13,1
29,14,2
29,15,4
29,16,3
29,17,4
29,18,4
29,19,2
29,20,3
29,21,2
29,22,3
29,23,4
29,24,2
29,25,3
29,26,2
29,27,4
29,28,3
29,29,2
29,30,3
29,31,4
29,32,5
29,33,2
29,34,3
29,35,5
29,37,1
29,38,2
29,39,3
29,40,5
29,41,5
29,42,3
29,43,2
29,45,5
29,46,4
29,48,3
29,51,2
29,52,5
29,54,3
29,55,2
29,57,4
29,58,3
29,59,2
29,60,5
29,61,2
29,62,2
29,63,5
29,65,3
29,66,2
29,68,4
29,69,3
29,70,2
29,71,5
29,72,2
29,80,5
29,81,1
29,82,2
29,83,4
29,84,5
29,85,4
29,86,2
29,87,5
29,88,5
29,89,3
29,90,2
29,92,5
29,93,4
29,95,3
29,97,1
29,98,3
29,99,4
30,0,3
30,1,4
30,2,3
30,4,5
30,5,3
30,6,2
30,8,3
30,9,3
30,10,5
30,15,3
30,19,2
30,20,3
30,21,3
30,29,2
30,34,1
30,37,1
30,42,2
30,43,2
30,45,5
30,46,2
30,47,3
30,48,2
30,49,2
30,50,2
30,51,2
30,52,3
30,53,2
30,54,4
30,55,2
30,56,5
30,57,5
30,58,2
30,59,4
30,60,2
30,61,2
30,62,3
30,63,2
30,64,2
30,65,1
30,66,1
30,67,2
30,68,3
30,69,2
30,70,1
30,72,2
30,73,2
30,74,2
30,76,5
30,77,3
30,78,2
30,81,2
30,82,1
30,84,1
30,85,1
30,86,2
30,87,3
30,88,3
30,89,2
30,92,3
30,93,5
30,94,5
30,95,4
30,96,5
30,97,2
30,98,5
30,99,2
31,0,4
31,1,5
31,2,3
31,3,3
31,4,3
31,5,3
31,6,4
31,7,5
31,8,3
31,9,3
31,10,4
31,11,3
31,12,4
31,13,3
31,14,2
31,15,3
31,16,3
31,17,3
31,18,3
31,19,2
31,20,4
31,21,5
31,22,3
31,23,2
31,24,3
31,25,3
31,26,4
31,27,3
31,28,4
31,29,3
31,30,3
31,31,2
31,32,3
31,33,2
31,34,3
31,35,2
31,36,3
31,37,2
31,38,3
31,39,3
31,40,3
31,41,2
31,42,4
31,43,2
31,44,3
31,45,2
31,46,2
31,47,3
31,48,2
31,49,2
31,50,3
31,51,3
31,52,3
31,53,2
31,54,3
31,55,3
31,56,3
31,57,3
31,58,2
31,59,2
31,60,2
31,61,2
31,62,2
31,63,3
31,64,3
31,65,4
31,66,2
31,67,3
31,68,2
31,69,2
31,70,2
31,71,3
31,72,3
31,73,3
31,74,3
31,75,2
31,76,3
31,77,2
31,78,2
31,79,3
31,80,2
31,81,2
31,82,3
31,83,2
31,84,3
31,85,2
31,86,4
31,87,2
31,88,3
31,89,3
31,90,2
31,91,3
31,92,4
31,93,2
31,94,4
31,95,3
31,96,3
31,97,3
31,98,3
31,99,4
32,0,3
32,1,4
32,2,3
32,3,2
32,4,2
32,5,2
32,6,3
32,7,4
32,8,1
32,10,2
32,11,1
32,12,1
32,15,3
32,16,2
32,17,5
32,18,4
32,19,4
32,20,5
32,21,2
32,22,3
32,23,2
32,24,4
32,25,3
32,26,3
32,27,2
32,28,5
32,30,4
32,31,3
32,32,5
32,33,3
32,34,4
32,35,2
32,36,1
32,37,3
32,38,2
32,39,1
32,40,1
32,41,1
32,42,2
32,43,4
32,44,1
32,45,2
32,47,3
32,48,3
32,49,3
32,50,2
32,51,2
32,52,4
32,53,2
32,54,2
32,55,1
32,56,3
32,57,2
32,58,3
32,59,2
32,60,2
32,61,1
32,62,3
32,63,1
32,64,4
32,66,3
32,68,3
32,69,2
32,70,1
32,71,1
32,72,1
32,73,2
32,74,1
32,76,1
32,80,1
32,81,1
32,83,1
32,84,1
32,86,2
32,88,2
32,89,1
32,92,1
32,93,1
32,94,2
32,95,1
32,96,1
32,97,2
32,98,2
32,99,3
33,0,5
33,1,4
33,2,2
33,3,4
33,4,5
33,5,3
33,8,2
33,10,3
33,11,2
33,14,2
33,16,3
33,17,2
33,19,3
33,22,4
33,24,4
33,25,2
33,26,4
33,28,3
33,29,3
33,31,2
33,32,3
33,34,2
33,37,3
33,43,5
33,44,3
33,45,5
33,46,2
33,47,5
33,49,2
33,50,3
33,51,2
33,52,4
33,53,2
33,56,2
33,57,3
33,61,3
33,64,2
33,65,4
33,66,4
33,67,3
33,68,3
33,69,4
33,70,3
33,71,2
33,72,2
33,75,3
33,76,3
33,77,2
33,78,2
33,79,4
33,80,2
33,81,2
33,82,3
33,84,2
33,86,3
33,87,4
33,88,3
33,89,2
33,92,4
33,93,4
33,94,4
33,95,4
33,96,5
33,97,4
33,98,5
33,99,5
34,0,5
34,1,5
34,4,4
34,5,5
34,10,5
34,11,2
34,14,1
34,15,2
34,16,2
34,29,2
34,37,3
34,41,3
34,42,3
34,43,4
34,44,1
34,45,2
34,46,1
34,47,5
34,49,5
34,50,5
34,51,5
34,52,5
34,53,4
34,55,3
34,56,2
34,57,4
34,65,4
34,66,4
34,67,4
34,68,3
34,69,3
34,70,1
34,75,3
34,76,3
34,77,1
34,78,1
34,79,5
34,80,1
34,86,5
34,87,3
34,88,5
34,92,4
34,96,5
34,98,4
34,99,5
35,0,5
35,1,5
35,2,5
35,3,5
35,4,5
35,5,5
35,6,5
35,7,5
35,8,5
35,9,5
35,10,5
35,11,5
35,12,5
35,13,5
35,14,5
35,15,5
35,16,5
35,17,5
35,18,5
35,19,5
35,20,5
35,21,5
35,22,5
35,23,5
35,24,5
35,25,5
35,26,5
35,27,5
35,28,5
35,29,5
35,30,5
35,31,5
35,32,5
35,33,5
35,34,5
35,35,5
35,36,5
35,37,5
35,38,5
35,39,5
35,40,5
35,41,5
35,42,5
35,43,5
35,44,5
35,45,5
35,46,5
35,47,5
35,48,5
35,49,5
35,50,5
35,51,5
35,52,5
35,53,5
35,54,5
35,55,5
35,56,5
35,57,5
35,58,5
35,59,5
35,60,5
35,61,5
35,62,5
35,63,5
35,64,5
35,65,5
35,66,5
35,67,5
35,68,5
35,69,5
35,70,5
35,71,5
35,72,5
35,73,5
35,74,5
35,75,5
35,76,5
35,77,5
35,78,5
35,79,5
35,80,5
35,81,5
35,82,5
35,83,5
35,84,5
35,85,5
35,86,5
35,87,5
35,88,5
35,89,5
35,90,5
35,91,5
35,92,5
35,93,5
35,94,5
35,95,5
35,96,5
35,97,5
35,98,5
35,99,5
36,0,4
36,1,5
36,4,2
36,14,3
36,29,2
36,46,2
36,55,4
36,71,2
36,73,1
36,74,3
36,78,2
36,79,1
36,81,3
36,84,2
36,85,2
36,86,3
36,87,1
36,88,4
36,89,1
36,92,3
36,98,3
36,99,2
37,0,4
37,1,5
37,2,3
37,16,3
37,33,3
37,34,4
37,35,5
37,36,1
37,37,3
37,45,3
37,46,3
37,47,2
37,48,1
37,50,3
37,51,4
37,52,5
37,53,3
37,56,5
